dataset,comparison,scope,metric,n,a_mean,b_mean,delta,ci_lo,ci_hi,p,verdict,p_bh,verdict_bh
goodreads,HMT-HM[llama3b],cold_start_item,hr@5,225,0.5155555555555555,0.6977777777777778,-0.18222222222222223,-0.26222222222222225,-0.10666666666666667,0.0,hurts*,0.0,hurts*
goodreads,HMT-HM[llama3b],evolving_interest,ndcg@5,91,0.33825767988182753,0.47451335612359974,-0.1362556762417722,-0.22652525495044654,-0.04724926639609799,0.0024,hurts*,0.011999999999999999,hurts*
goodreads,HMT-HM[llama3b],evolving_interest,hr@5,91,0.45054945054945056,0.6923076923076923,-0.24175824175824176,-0.3516483516483517,-0.12087912087912088,0.0,hurts*,0.0,hurts*
goodreads,HMT-HM[llama3b],POOLED,ndcg@5,955,0.34123166872888727,0.4438572270109559,-0.1026255582820687,-0.1293789532737873,-0.0762686096293335,0.0,hurts*,0.0,hurts*
goodreads,HMT-HM[llama3b],POOLED,hr@5,955,0.49842931937172774,0.6596858638743456,-0.1612565445026178,-0.1968586387434555,-0.12356020942408377,0.0,hurts*,0.0,hurts*
goodreads,HMT-HM[llama8b],classic,ndcg@5,400,0.3572067372425266,0.3698696597813385,-0.0126629225388119,-0.049243651430663254,0.023380111107081242,0.5216,ns,0.6455675675675676,ns
goodreads,HMT-HM[llama8b],classic,hr@5,400,0.5725,0.5425,0.03,-0.0225,0.0825,0.3028,ns,0.5804999999999999,ns
goodreads,HMT-HM[llama8b],cold_start_user,ndcg@5,239,0.33643563552196676,0.36976266494485904,-0.03332702942289229,-0.08034338198674584,0.013801425286063587,0.172,ns,0.32925,ns
goodreads,HMT-HM[llama8b],cold_start_user,hr@5,239,0.5481171548117155,0.5397489539748954,0.008368200836820083,-0.06276150627615062,0.07531380753138076,0.85,ns,0.8693181818181818,ns
goodreads,HMT-HM[llama8b],cold_start_item,ndcg@5,225,0.3243074772337237,0.3690312379654558,-0.04472376073173204,-0.09478786589701355,0.00596171540387925,0.0816,ns,0.19326315789473686,ns
goodreads,HMT-HM[llama8b],cold_start_item,hr@5,225,0.5244444444444445,0.5377777777777778,-0.013333333333333334,-0.08444444444444445,0.057777777777777775,0.7812,ns,0.8393023255813954,ns
goodreads,HMT-HM[llama8b],evolving_interest,ndcg@5,91,0.353438822488369,0.38075536746014205,-0.02731654497177302,-0.10833476191030388,0.057037298996470844,0.5144,ns,0.6455675675675676,ns
goodreads,HMT-HM[llama8b],evolving_interest,hr@5,91,0.5494505494505495,0.5164835164835165,0.03296703296703297,-0.07692307692307693,0.15384615384615385,0.6492,ns,0.7666153846153846,ns
goodreads,HMT-HM[llama8b],POOLED,ndcg@5,955,0.3438983528908798,0.370682625984772,-0.02678427309389222,-0.051567131726958794,-0.003015789791708483,0.0264,hurts*,0.06988235294117646,ns
goodreads,HMT-HM[llama8b],POOLED,hr@5,955,0.5528795811518324,0.5382198952879581,0.014659685863874346,-0.020942408376963352,0.049214659685863874,0.4236,ns,0.6154838709677419,ns
yelp,HMT-HM[llama1b],classic,ndcg@5,369,0.2626538337209389,0.26406822813245767,-0.0014143944115187293,-0.01717293153913006,0.013893803899356759,0.8632,ns,0.9474146341463415,ns
yelp,HMT-HM[llama1b],classic,hr@5,369,0.4363143631436314,0.4444444444444444,-0.008130081300813009,-0.037940379403794036,0.024390243902439025,0.6936,ns,0.7803,ns
yelp,HMT-HM[llama1b],cold_start_user,ndcg@5,272,0.2724004008273938,0.2644703630756795,0.007930037751714266,-0.01380275315981721,0.029625840159890254,0.4804,ns,0.6455675675675676,ns
yelp,HMT-HM[llama1b],cold_start_user,hr@5,272,0.47058823529411764,0.4522058823529412,0.01838235294117647,-0.022058823529411766,0.05891544117646925,0.424,ns,0.6154838709677419,ns
yelp,HMT-HM[llama1b],cold_start_item,ndcg@5,125,0.23743559543805803,0.2585117332914242,-0.021076137853366178,-0.05144226249764572,0.0062424026303499755,0.1532,ns,0.31336363636363634,ns
yelp,HMT-HM[llama1b],cold_start_item,hr@5,125,0.392,0.432,-0.04,-0.096,0.016,0.1996,ns,0.4727368421052631,ns
yelp,HMT-HM[llama1b],evolving_interest,ndcg@5,93,0.20965826503290372,0.2209265739348743,-0.011268308901970572,-0.03316192847785331,0.008340293492226142,0.2816,ns,0.48600000000000004,ns
yelp,HMT-HM[llama1b],evolving_interest,hr@5,93,0.3548387096774194,0.3870967741935484,-0.03225806451612903,-0.07526881720430108,0.010752688172043012,0.2404,ns,0.49172727272727274,ns
yelp,HMT-HM[llama1b],POOLED,ndcg@5,859,0.2563327610545924,0.258716243276872,-0.0023834822222795885,-0.013091216646441849,0.007861450462229337,0.6724,ns,0.75645,ns
yelp,HMT-HM[llama1b],POOLED,hr@5,859,0.4318975552968568,0.43888242142025613,-0.006984866123399301,-0.027939464493597205,0.013969732246798603,0.5636,ns,0.7369714285714286,ns
yelp,HMT-HM[llama3b],classic,ndcg@5,369,0.2797138064249482,0.2798884473777001,-0.00017464095275188527,-0.02966564019503557,0.030349750644025734,0.986,ns,0.99,ns
yelp,HMT-HM[llama3b],classic,hr@5,369,0.4363143631436314,0.46612466124661245,-0.02981029810298103,-0.07588075880758807,0.016327913279131807,0.2364,ns,0.49172727272727274,ns
yelp,HMT-HM[llama3b],cold_start_user,ndcg@5,272,0.2800823191279328,0.2794113726782066,0.0006709464497263173,-0.038159416133163336,0.03960503450634045,0.99,ns,0.99,ns
yelp,HMT-HM[llama3b],cold_start_user,hr@5,272,0.46691176470588236,0.47794117647058826,-0.011029411764705883,-0.06985294117647059,0.04779411764705882,0.7932,ns,0.8393023255813954,ns
yelp,HMT-HM[llama3b],cold_start_item,ndcg@5,125,0.31011819804550345,0.2518292378825127,0.05828896016299074,0.008908111003337134,0.10828156195856539,0.0192,helps*,0.05759999999999999,ns
yelp,HMT-HM[llama3b],cold_start_item,hr@5,125,0.48,0.408,0.072,-0.008,0.152,0.0844,ns,0.211,ns
yelp,HMT-HM[llama3b],evolving_interest,ndcg@5,93,0.24103771612755023,0.21476041889217512,0.026277297235375092,-0.022728799770570303,0.07810607972851104,0.2988,ns,0.48600000000000004,ns
yelp,HMT-HM[llama3b],evolving_interest,hr@5,93,0.3763440860215054,0.3655913978494624,0.010752688172043012,-0.07526881720430108,0.0967741935483871,0.8848,ns,0.8848,ns
yelp,HMT-HM[llama3b],POOLED,ndcg@5,859,0.2800675992190381,0.26860314801295676,0.0114644512060813,-0.008233057427262108,0.03170460407246764,0.2576,ns,0.46368000000000004,ns
yelp,HMT-HM[llama3b],POOLED,hr@5,859,0.4458672875436554,0.45052386495925495,-0.004656577415599534,-0.03608847497089639,0.025611175785797437,0.802,ns,0.8393023255813954,ns
yelp,HMT-HM[llama8b],classic,ndcg@5,369,0.44011648770579903,0.4629638514814398,-0.022847363775640714,-0.0665801314457954,0.021080969425614986,0.3024,ns,0.48600000000000004,ns
yelp,HMT-HM[llama8b],classic,hr@5,369,0.6097560975609756,0.6260162601626016,-0.016260162601626018,-0.07046070460704607,0.04065040650406504,0.6228,ns,0.7666153846153846,ns
yelp,HMT-HM[llama8b],cold_start_user,ndcg@5,272,0.4696715369355428,0.4523171837864746,0.017354353149068198,-0.03872762533482004,0.07264070590815425,0.5308,ns,0.6455675675675676,ns
yelp,HMT-HM[llama8b],cold_start_user,hr@5,272,0.6433823529411765,0.6176470588235294,0.025735294117647058,-0.04411764705882353,0.09558823529411764,0.5092,ns,0.7160624999999999,ns
yelp,HMT-HM[llama8b],cold_start_item,ndcg@5,125,0.4191425176805745,0.5125694599377194,-0.09342694225714493,-0.1660182264208633,-0.02020157668029332,0.0112,hurts*,0.042,hurts*
yelp,HMT-HM[llama8b],cold_start_item,hr@5,125,0.56,0.688,-0.128,-0.224,-0.032,0.014,hurts*,0.04846153846153846,hurts*
yelp,HMT-HM[llama8b],evolving_interest,ndcg@5,93,0.3956715134758105,0.43680929970194227,-0.04113778622613175,-0.13706450727311373,0.05188346715081698,0.3764,ns,0.5646,ns
yelp,HMT-HM[llama8b],evolving_interest,hr@5,93,0.5591397849462365,0.6236559139784946,-0.06451612903225806,-0.1827956989247312,0.06451612903225806,0.3456,ns,0.5888571428571429,ns
yelp,HMT-HM[llama8b],POOLED,ndcg@5,859,0.4416110680712802,0.4639794907462956,-0.022368422675015417,-0.053078962326281544,0.007106660308343573,0.1316,ns,0.282,ns
yelp,HMT-HM[llama8b],POOLED,hr@5,859,0.6076833527357393,0.6321303841676368,-0.024447031431897557,-0.0628928987194412,0.012805587892898719,0.2164,ns,0.4869,ns
amazon,HMT-HM[gemma2b],classic,ndcg@5,376,0.3449178333353452,0.3845056503733868,-0.03958781703804164,-0.07838615032003596,7.633925792826549e-05,0.0504,ns,0.11936842105263157,ns
amazon,HMT-HM[gemma2b],classic,hr@5,376,0.4654255319148936,0.5,-0.034574468085106384,-0.08244680851063829,0.013297872340425532,0.1704,ns,0.3640909090909091,ns
amazon,HMT-HM[gemma2b],cold_start_user,ndcg@5,140,0.35447752161084267,0.35636452880907066,-0.0018870071982279128,-0.06185231495464687,0.058256630591580254,0.9404,ns,0.9699545454545455,ns
amazon,HMT-HM[gemma2b],cold_start_user,hr@5,140,0.4642857142857143,0.4928571428571429,-0.02857142857142857,-0.10714285714285714,0.05,0.534,ns,0.6932571428571428,ns
amazon,HMT-HM[gemma2b],cold_start_item,ndcg@5,148,0.3715700129617748,0.43002276762725444,-0.05845275466547963,-0.12058012635378583,0.003001976956446741,0.0624,ns,0.1337142857142857,ns
amazon,HMT-HM[gemma2b],cold_start_item,hr@5,148,0.5067567567567568,0.5743243243243243,-0.06756756756756757,-0.14189189189189189,0.006756756756756757,0.0804,ns,0.21388235294117644,ns
amazon,HMT-HM[gemma2b],evolving_interest,ndcg@5,131,0.3782564361077217,0.38149459340274805,-0.0032381572950264557,-0.074440982570096,0.06811522870163803,0.9484,ns,0.9699545454545455,ns
amazon,HMT-HM[gemma2b],evolving_interest,hr@5,131,0.4961832061068702,0.4961832061068702,0.0,-0.08396946564885496,0.08396946564885496,1.0,ns,1.0,ns
amazon,HMT-HM[gemma2b],POOLED,ndcg@5,795,0.35705649485290814,0.3875274464380591,-0.030470951585150965,-0.0562541177670578,-0.0034293768338516124,0.0272,hurts*,0.072,ns
amazon,HMT-HM[gemma2b],POOLED,hr@5,795,0.4779874213836478,0.5119496855345912,-0.033962264150943396,-0.06666666666666667,-0.0012578616352201257,0.0488,hurts*,0.168,ns
amazon,HMT-HM[gemma4b],classic,ndcg@5,376,0.36861472069555057,0.3906440303815949,-0.022029309686044246,-0.050969915822339965,0.005497617593861522,0.1096,ns,0.20088,ns
amazon,HMT-HM[gemma4b],classic,hr@5,376,0.523936170212766,0.5425531914893617,-0.018617021276595744,-0.05851063829787234,0.02127659574468085,0.3972,ns,0.5958,ns
amazon,HMT-HM[gemma4b],cold_start_user,ndcg@5,140,0.38091176460587933,0.3997207069581542,-0.018808942352274854,-0.06631885973526633,0.0278656436167542,0.4244,ns,0.6265945945945947,ns
amazon,HMT-HM[gemma4b],cold_start_user,hr@5,140,0.5214285714285715,0.5428571428571428,-0.02142857142857143,-0.08571428571428572,0.04285714285714286,0.556,ns,0.6950000000000001,ns
amazon,HMT-HM[gemma4b],cold_start_item,ndcg@5,148,0.3949345822241062,0.41096971667418036,-0.016035134450074214,-0.06315760922602769,0.03136335831192778,0.4988,ns,0.6265945945945947,ns
amazon,HMT-HM[gemma4b],cold_start_item,hr@5,148,0.5608108108108109,0.5472972972972973,0.013513513513513514,-0.0472972972972973,0.07432432432432433,0.7628,ns,0.8372195121951219,ns
amazon,HMT-HM[gemma4b],evolving_interest,ndcg@5,131,0.3706764267659811,0.3902224114140169,-0.01954598464803577,-0.07116805100712352,0.030109461185907356,0.4496,ns,0.6265945945945947,ns
amazon,HMT-HM[gemma4b],evolving_interest,hr@5,131,0.5343511450381679,0.5190839694656488,0.015267175572519083,-0.061068702290076333,0.0916030534351145,0.7392,ns,0.8315999999999999,ns
amazon,HMT-HM[gemma4b],POOLED,ndcg@5,795,0.3760197636501401,0.3959568658624354,-0.01993710221229533,-0.040526390678055225,0.000682384206608232,0.056,ns,0.126,ns
amazon,HMT-HM[gemma4b],POOLED,hr@5,795,0.5320754716981132,0.539622641509434,-0.007547169811320755,-0.03522012578616352,0.02012578616352201,0.6364,ns,0.7536315789473683,ns
amazon,HMT-HM[gemma12b],classic,ndcg@5,376,0.4899340392901957,0.5403602422212505,-0.0504262029310548,-0.0860642663054571,-0.015258522675408299,0.0044,hurts*,0.0165,hurts*
amazon,HMT-HM[gemma12b],classic,hr@5,376,0.6728723404255319,0.6968085106382979,-0.023936170212765957,-0.06648936170212766,0.018617021276595744,0.2908,ns,0.4846666666666667,ns
amazon,HMT-HM[gemma12b],cold_start_user,ndcg@5,140,0.49954392775781803,0.5270273092427447,-0.027483381484926676,-0.08312815886529801,0.02753220625533749,0.3272,ns,0.5663076923076923,ns
amazon,HMT-HM[gemma12b],cold_start_user,hr@5,140,0.6928571428571428,0.6857142857142857,0.007142857142857143,-0.05714285714285714,0.07142857142857142,0.9176,ns,0.9552272727272727,ns
amazon,HMT-HM[gemma12b],cold_start_item,ndcg@5,148,0.5038352779635883,0.5788402292261606,-0.0750049512625723,-0.1248765365990605,-0.025583421186702274,0.0036,hurts*,0.014727272727272728,hurts*
amazon,HMT-HM[gemma12b],cold_start_item,hr@5,148,0.6891891891891891,0.75,-0.060810810810810814,-0.12162162162162163,0.0,0.0556,ns,0.168,ns
amazon,HMT-HM[gemma12b],evolving_interest,ndcg@5,131,0.44596359541969954,0.4939626328055185,-0.047999037385818885,-0.10767288121568445,0.01039238685846863,0.1096,ns,0.20088,ns
amazon,HMT-HM[gemma12b],evolving_interest,hr@5,131,0.6259541984732825,0.6564885496183206,-0.030534351145038167,-0.11450381679389313,0.05343511450381679,0.516,ns,0.6932571428571428,ns
amazon,HMT-HM[gemma12b],POOLED,ndcg@5,795,0.48696880603496834,0.5375304820027285,-0.050561675967760136,-0.07369913111708808,-0.02781311354814456,0.0,hurts*,0.0,hurts*
amazon,HMT-HM[gemma12b],POOLED,hr@5,795,0.6716981132075471,0.6981132075471698,-0.026415094339622643,-0.055345911949685536,0.0025157232704402514,0.0892,ns,0.21694736842105264,ns
goodreads,HMT-HM[gemma2b],classic,ndcg@5,400,0.38561780535555307,0.3733148601659239,0.012302945189629209,-0.03499854469093945,0.057232494678644885,0.6016,ns,0.6768000000000001,ns
goodreads,HMT-HM[gemma2b],classic,hr@5,400,0.5625,0.525,0.0375,-0.02,0.0975,0.2172,ns,0.40725000000000006,ns
goodreads,HMT-HM[gemma2b],cold_start_user,ndcg@5,239,0.4066216504499409,0.3884026839660969,0.01821896648384407,-0.03926887681657722,0.07507974657108676,0.5152,ns,0.6265945945945947,ns
goodreads,HMT-HM[gemma2b],cold_start_user,hr@5,239,0.5732217573221757,0.5188284518828452,0.05439330543933055,-0.02092050209205021,0.1297071129707113,0.178,ns,0.3640909090909091,ns
goodreads,HMT-HM[gemma2b],cold_start_item,ndcg@5,225,0.37473700616379724,0.37566613204677507,-0.0009291258829778392,-0.05524554655011561,0.05550917345148147,0.9748,ns,0.9748,ns
goodreads,HMT-HM[gemma2b],cold_start_item,hr@5,225,0.5422222222222223,0.5244444444444445,0.017777777777777778,-0.057777777777777775,0.08888888888888889,0.6824,ns,0.7873846153846155,ns
goodreads,HMT-HM[gemma2b],evolving_interest,ndcg@5,91,0.3350153699475752,0.33135019138370697,0.003665178563868246,-0.08284946171643408,0.09177851623379021,0.948,ns,0.9699545454545455,ns
goodreads,HMT-HM[gemma2b],evolving_interest,hr@5,91,0.5164835164835165,0.4725274725274725,0.04395604395604396,-0.07692307692307693,0.16483516483516483,0.518,ns,0.6932571428571428,ns
goodreads,HMT-HM[gemma2b],POOLED,ndcg@5,955,0.3834889231956448,0.3736460027860821,0.00984292040956273,-0.017601535376398095,0.038158594058860226,0.5048,ns,0.6265945945945947,ns
goodreads,HMT-HM[gemma2b],POOLED,hr@5,955,0.556020942408377,0.518324607329843,0.03769633507853403,0.0,0.07437172774869072,0.056,ns,0.168,ns
goodreads,HMT-HM[gemma4b],classic,ndcg@5,400,0.36248832185185154,0.39734192270846996,-0.03485360085661849,-0.06668546633520533,-0.003636266426405412,0.0296,hurts*,0.07400000000000001,ns
goodreads,HMT-HM[gemma4b],classic,hr@5,400,0.5175,0.5475,-0.03,-0.075,0.015,0.2036,ns,0.39834782608695657,ns
goodreads,HMT-HM[gemma4b],cold_start_user,ndcg@5,239,0.38348739451191977,0.40168152792796563,-0.018194133416045855,-0.05892275642228498,0.02233848059910459,0.3796,ns,0.6265945945945947,ns
goodreads,HMT-HM[gemma4b],cold_start_user,hr@5,239,0.5439330543933054,0.5481171548117155,-0.0041841004184100415,-0.06276150627615062,0.05031380753137923,0.934,ns,0.9552272727272727,ns
goodreads,HMT-HM[gemma4b],cold_start_item,ndcg@5,225,0.3579123318447072,0.3913486763573327,-0.03343634451262548,-0.07577806283272326,0.007960783790566367,0.1116,ns,0.20088,ns
goodreads,HMT-HM[gemma4b],cold_start_item,hr@5,225,0.5111111111111111,0.5511111111111111,-0.04,-0.09777777777777778,0.017777777777777778,0.2268,ns,0.40824,ns
goodreads,HMT-HM[gemma4b],evolving_interest,ndcg@5,91,0.35977992767747186,0.3827863447671151,-0.02300641708964323,-0.08357100512942718,0.0345715908605372,0.458,ns,0.6265945945945947,ns
goodreads,HMT-HM[gemma4b],evolving_interest,hr@5,91,0.5054945054945055,0.5384615384615384,-0.03296703296703297,-0.13186813186813187,0.06593406593406594,0.5864,ns,0.7131891891891893,ns
goodreads,HMT-HM[gemma4b],POOLED,ndcg@5,955,0.3664073969767523,0.3956289673428054,-0.02922157036605301,-0.04958872437447343,-0.008928518107805008,0.0072,hurts*,0.023142857142857142,hurts*
goodreads,HMT-HM[gemma4b],POOLED,hr@5,955,0.5214659685863874,0.5476439790575917,-0.02617801047120419,-0.05549738219895288,0.0031413612565445027,0.0808,ns,0.21388235294117644,ns
goodreads,HMT-HM[gemma12b],classic,ndcg@5,400,0.3217402415888756,0.42044720086977194,-0.09870695928089628,-0.13972188598357277,-0.057131550357904216,0.0,hurts*,0.0,hurts*
goodreads,HMT-HM[gemma12b],classic,hr@5,400,0.485,0.625,-0.14,-0.1925,-0.0875,0.0,hurts*,0.0,hurts*
goodreads,HMT-HM[gemma12b],cold_start_user,ndcg@5,239,0.2973067580751211,0.4003747549545372,-0.1030679968794161,-0.15460662706717063,-0.05099386801450848,0.0,hurts*,0.0,hurts*
goodreads,HMT-HM[gemma12b],cold_start_user,hr@5,239,0.4602510460251046,0.5899581589958159,-0.1297071129707113,-0.200836820083682,-0.058577405857740586,0.0,hurts*,0.0,hurts*
goodreads,HMT-HM[gemma12b],cold_start_item,ndcg@5,225,0.3209375014369589,0.42838566066879213,-0.1074481592318332,-0.16087736360890603,-0.05330318867166334,0.0,hurts*,0.0,hurts*
goodreads,HMT-HM[gemma12b],cold_start_item,hr@5,225,0.4888888888888889,0.6177777777777778,-0.1288888888888889,-0.20444444444444446,-0.057777777777777775,0.0008,hurts*,0.004,hurts*
goodreads,HMT-HM[gemma12b],evolving_interest,ndcg@5,91,0.35697353696628514,0.42593521186481786,-0.06896167489853267,-0.1504823192804515,0.012903247849592308,0.098,ns,0.20045454545454547,ns
goodreads,HMT-HM[gemma12b],evolving_interest,hr@5,91,0.5054945054945055,0.6373626373626373,-0.13186813186813187,-0.24175824175824176,-0.02197802197802198,0.0236,hurts*,0.08850000000000001,ns
goodreads,HMT-HM[gemma12b],POOLED,ndcg@5,955,0.31879365602382403,0.4178170939394972,-0.0990234379156732,-0.1258003897954726,-0.07292126511345157,0.0,hurts*,0.0,hurts*
goodreads,HMT-HM[gemma12b],POOLED,hr@5,955,0.4816753926701571,0.6157068062827226,-0.13403141361256546,-0.16858638743455498,-0.09947643979057591,0.0,hurts*,0.0,hurts*
yelp,HMT-HM[gemma2b],classic,ndcg@5,369,0.30807656261965,0.2925226900029132,0.015553872616736814,-0.018586528843829664,0.049401970755623456,0.39,ns,0.6265945945945947,ns
yelp,HMT-HM[gemma2b],classic,hr@5,369,0.4742547425474255,0.43360433604336046,0.04065040650406504,-0.01084010840108401,0.08943089430894309,0.1388,ns,0.3123,ns
yelp,HMT-HM[gemma2b],cold_start_user,ndcg@5,272,0.3212689331940477,0.31877314024617553,0.002495792947872158,-0.03467078616462944,0.04051045973736711,0.9064,ns,0.9699545454545455,ns
yelp,HMT-HM[gemma2b],cold_start_user,hr@5,272,0.48161764705882354,0.45588235294117646,0.025735294117647058,-0.025735294117647058,0.08088235294117647,0.3772,ns,0.5952413793103448,ns
yelp,HMT-HM[gemma2b],cold_start_item,ndcg@5,125,0.3042186609350449,0.3246541063775104,-0.020435445442465536,-0.07617633469779023,0.03466431833783002,0.4616,ns,0.6265945945945947,ns
yelp,HMT-HM[gemma2b],cold_start_item,hr@5,125,0.456,0.464,-0.008,-0.088,0.08,0.9244,ns,0.9552272727272727,ns
yelp,HMT-HM[gemma2b],evolving_interest,ndcg@5,93,0.29168630350413416,0.2672572912672131,0.024429012236921125,-0.05196763190586412,0.10364391727962,0.5516,ns,0.6383076923076924,ns
yelp,HMT-HM[gemma2b],evolving_interest,hr@5,93,0.45161290322580644,0.40860215053763443,0.043010752688172046,-0.07553763440860206,0.16155913978494232,0.5392,ns,0.6932571428571428,ns
yelp,HMT-HM[gemma2b],POOLED,ndcg@5,859,0.3099179979955727,0.3027751549977582,0.007142842997814417,-0.015786052680961657,0.02905694299695341,0.5108,ns,0.6265945945945947,ns
yelp,HMT-HM[gemma2b],POOLED,hr@5,859,0.47147846332945287,0.44237485448195574,0.02910360884749709,-0.004656577415599534,0.0640279394644936,0.0916,ns,0.21694736842105264,ns
yelp,HMT-HM[gemma4b],classic,ndcg@5,369,0.44380872649722725,0.4035053135691024,0.04030341292812493,0.008885987667174921,0.071956146249976,0.0152,helps*,0.043875,helps*
yelp,HMT-HM[gemma4b],classic,hr@5,369,0.6178861788617886,0.5474254742547425,0.07046070460704607,0.02981029810298103,0.1111111111111111,0.0004,helps*,0.0025714285714285717,helps*
yelp,HMT-HM[gemma4b],cold_start_user,ndcg@5,272,0.44963777370971697,0.40231240286624936,0.04732537084346762,0.00883961010488269,0.08830459021582954,0.0156,helps*,0.043875,helps*
yelp,HMT-HM[gemma4b],cold_start_user,hr@5,272,0.6286764705882353,0.5441176470588235,0.08455882352941177,0.03667279411764709,0.13602941176470587,0.0016,helps*,0.007200000000000001,helps*
yelp,HMT-HM[gemma4b],cold_start_item,ndcg@5,125,0.40853063229300235,0.38550766929619834,0.02302296299680394,-0.03312979413841282,0.0811202008480033,0.4152,ns,0.6265945945945947,ns
yelp,HMT-HM[gemma4b],cold_start_item,hr@5,125,0.592,0.552,0.04,-0.04,0.12,0.3836,ns,0.5952413793103448,ns
yelp,HMT-HM[gemma4b],evolving_interest,ndcg@5,93,0.43091704671789116,0.446625083280135,-0.015708036562243944,-0.06518459003231579,0.03353429982257158,0.5532,ns,0.6383076923076924,ns
yelp,HMT-HM[gemma4b],evolving_interest,hr@5,93,0.6021505376344086,0.5698924731182796,0.03225806451612903,-0.03225806451612903,0.10752688172043011,0.4508,ns,0.6543870967741935,ns
yelp,HMT-HM[gemma4b],POOLED,ndcg@5,859,0.4391251558881363,0.4051769798529639,0.03394817603517241,0.012992762111900027,0.0545431016315102,0.0008,helps*,0.0036000000000000003,helps*
yelp,HMT-HM[gemma4b],POOLED,hr@5,859,0.6158323632130385,0.5494761350407451,0.06635622817229336,0.03841676367869616,0.09429569266589057,0.0,helps*,0.0,helps*
yelp,HMT-HM[gemma12b],classic,ndcg@5,369,0.3895215950093757,0.5063097335812304,-0.11678813857185465,-0.160201216984224,-0.07251898485580506,0.0,hurts*,0.0,hurts*
yelp,HMT-HM[gemma12b],classic,hr@5,369,0.5853658536585366,0.7073170731707317,-0.12195121951219512,-0.17615176151761516,-0.06504065040650407,0.0,hurts*,0.0,hurts*
yelp,HMT-HM[gemma12b],cold_start_user,ndcg@5,272,0.38502105139272225,0.5151678850969706,-0.1301468337042484,-0.18112308178363828,-0.07973351609905173,0.0,hurts*,0.0,hurts*
yelp,HMT-HM[gemma12b],cold_start_user,hr@5,272,0.5919117647058824,0.7169117647058824,-0.125,-0.19117647058823528,-0.06240808823529546,0.0008,hurts*,0.004,hurts*
yelp,HMT-HM[gemma12b],cold_start_item,ndcg@5,125,0.35430361816822936,0.5263180779797128,-0.1720144598114834,-0.24884194752485014,-0.09207187239491955,0.0,hurts*,0.0,hurts*
yelp,HMT-HM[gemma12b],cold_start_item,hr@5,125,0.544,0.72,-0.176,-0.28,-0.072,0.002,hurts*,0.00818181818181818,hurts*
yelp,HMT-HM[gemma12b],evolving_interest,ndcg@5,93,0.3919000418433861,0.5084781467255731,-0.11657810488218709,-0.20115463140965553,-0.036206775061104764,0.0064,hurts*,0.022153846153846156,hurts*
yelp,HMT-HM[gemma12b],evolving_interest,hr@5,93,0.6129032258064516,0.6774193548387096,-0.06451612903225806,-0.17204301075268819,0.043010752688172046,0.2668,ns,0.4617692307692307,ns
yelp,HMT-HM[gemma12b],POOLED,ndcg@5,859,0.38322916263066775,0.5122609823408526,-0.1290318197101848,-0.15686262022477093,-0.10029660371266434,0.0,hurts*,0.0,hurts*
yelp,HMT-HM[gemma12b],POOLED,hr@5,859,0.5844004656577415,0.7089639115250291,-0.12456344586728754,-0.1629802095459837,-0.08847497089639116,0.0,hurts*,0.0,hurts*
